unique_id,ds,y,unit_price
german_bakery_item_2,7/26/2024,56,2.88
german_bakery_item_2,7/27/2024,57,2.98
german_bakery_item_2,7/28/2024,20,1.7
german_bakery_item_2,7/29/2024,70,4.05
german_bakery_item_2,7/30/2024,60,4.56
german_bakery_item_2,7/31/2024,36,4.03
german_bakery_item_2,8/1/2024,82,4.44
german_bakery_item_2,8/2/2024,69,4.66
german_bakery_item_2,8/3/2024,32,4.71
german_bakery_item_2,8/4/2024,54,2.12
german_bakery_item_2,8/5/2024,98,2.28
german_bakery_item_2,8/6/2024,69,3.24
german_bakery_item_2,8/7/2024,20,2.52
german_bakery_item_2,8/8/2024,92,1.96
german_bakery_item_2,8/9/2024,27,4.73
german_bakery_item_2,8/10/2024,66,2.5
german_bakery_item_2,8/11/2024,34,4.92
german_bakery_item_2,8/12/2024,93,3.33
german_bakery_item_2,8/13/2024,61,2.45
german_bakery_item_2,8/14/2024,69,4.19
german_bakery_item_2,8/15/2024,46,3.76
german_bakery_item_2,8/16/2024,86,3.43
german_bakery_item_2,8/17/2024,64,1.99
german_bakery_item_2,8/18/2024,73,4.26
german_bakery_item_2,8/19/2024,35,3.7
german_bakery_item_2,8/20/2024,82,4.34
german_bakery_item_2,8/21/2024,59,4.98
german_bakery_item_2,8/22/2024,21,3.27
german_bakery_item_2,8/23/2024,71,3.87
german_bakery_item_2,8/24/2024,36,2.72
german_bakery_item_2,8/25/2024,51,2.39
german_bakery_item_2,8/26/2024,86,3.72
german_bakery_item_2,8/27/2024,71,3.54
german_bakery_item_2,8/28/2024,61,2.66
german_bakery_item_2,8/29/2024,34,1.75
german_bakery_item_2,8/30/2024,27,4.23
german_bakery_item_2,8/31/2024,47,4.75
german_bakery_item_2,9/1/2024,28,1.55
german_bakery_item_2,9/2/2024,94,3.54
german_bakery_item_2,9/3/2024,79,2.56
german_bakery_item_2,9/4/2024,77,2.37
german_bakery_item_2,9/5/2024,38,3.27
german_bakery_item_2,9/6/2024,24,2.01
german_bakery_item_2,9/7/2024,51,3.28
german_bakery_item_2,9/8/2024,73,4.12
german_bakery_item_2,9/9/2024,21,2.37
german_bakery_item_2,9/10/2024,56,4.56
german_bakery_item_2,9/11/2024,21,4.89
german_bakery_item_2,9/12/2024,33,3.43
german_bakery_item_2,9/13/2024,25,2.31
german_bakery_item_2,9/14/2024,56,2.6
german_bakery_item_2,9/15/2024,85,4.77
german_bakery_item_2,9/16/2024,87,4.3
german_bakery_item_2,9/17/2024,24,2
german_bakery_item_2,9/18/2024,55,2.2
german_bakery_item_2,9/19/2024,55,3.84
german_bakery_item_2,9/20/2024,98,2.25
german_bakery_item_2,9/21/2024,80,3.84
german_bakery_item_2,9/22/2024,51,3.75
german_bakery_item_2,9/23/2024,54,2.75
german_bakery_item_2,9/24/2024,86,2.39
german_bakery_item_2,9/25/2024,61,3.87
german_bakery_item_2,9/26/2024,46,2.66
german_bakery_item_2,9/27/2024,66,2.35
german_bakery_item_2,9/28/2024,76,4.34
german_bakery_item_2,9/29/2024,51,4.24
german_bakery_item_2,9/30/2024,53,3.39
german_bakery_item_2,10/1/2024,70,1.88
german_bakery_item_2,10/2/2024,98,2.22
german_bakery_item_2,10/3/2024,91,2.59
german_bakery_item_2,10/4/2024,30,2.28
german_bakery_item_2,10/5/2024,33,2.26
german_bakery_item_2,10/6/2024,51,4.17
german_bakery_item_2,10/7/2024,45,2.83
german_bakery_item_2,10/8/2024,74,2.27
german_bakery_item_2,10/9/2024,44,4.53
german_bakery_item_2,10/10/2024,32,4.98
german_bakery_item_2,10/11/2024,62,1.57
german_bakery_item_2,10/12/2024,41,4.97
german_bakery_item_2,10/13/2024,85,2.34
german_bakery_item_2,10/14/2024,23,3.42
german_bakery_item_2,10/15/2024,96,4.02
german_bakery_item_2,10/16/2024,63,4.86
german_bakery_item_2,10/17/2024,96,3.32
german_bakery_item_2,10/18/2024,48,2.45
german_bakery_item_2,10/19/2024,62,3.32
german_bakery_item_2,10/20/2024,80,3.98
german_bakery_item_2,10/21/2024,38,2.21
german_bakery_item_2,10/22/2024,93,2.86
german_bakery_item_2,10/23/2024,82,4.08
german_bakery_item_2,10/24/2024,35,3.56
german_bakery_item_2,10/25/2024,96,3.22
german_bakery_item_2,10/26/2024,59,1.63
german_bakery_item_2,10/27/2024,81,4.53
german_bakery_item_2,10/28/2024,87,3.19
german_bakery_item_2,10/29/2024,59,2.48
german_bakery_item_2,10/30/2024,88,1.56
german_bakery_item_2,10/31/2024,88,3.08
german_bakery_item_2,11/1/2024,73,2.31
german_bakery_item_2,11/2/2024,46,1.86
german_bakery_item_2,11/3/2024,46,1.54
german_bakery_item_2,11/4/2024,37,4.47
german_bakery_item_2,11/5/2024,41,3.26
german_bakery_item_2,11/6/2024,54,4.68
german_bakery_item_2,11/7/2024,92,1.59
german_bakery_item_2,11/8/2024,41,3.61
german_bakery_item_2,11/9/2024,89,2.78
german_bakery_item_2,11/10/2024,37,4.2
german_bakery_item_2,11/11/2024,71,2.62
german_bakery_item_2,11/12/2024,46,3.58
german_bakery_item_2,11/13/2024,36,4.39
german_bakery_item_2,11/14/2024,48,4.16
german_bakery_item_2,11/15/2024,91,2.28
german_bakery_item_2,11/16/2024,30,2.28
german_bakery_item_2,11/17/2024,23,2.29
german_bakery_item_2,11/18/2024,78,1.65
german_bakery_item_2,11/19/2024,41,3.22
german_bakery_item_2,11/20/2024,37,2.74
german_bakery_item_2,11/21/2024,81,4.23
german_bakery_item_2,11/22/2024,52,3.49
german_bakery_item_2,11/23/2024,52,1.54
german_bakery_item_2,11/24/2024,37,4.21
german_bakery_item_2,11/25/2024,73,4.29
german_bakery_item_2,11/26/2024,46,3.71
german_bakery_item_2,11/27/2024,29,4.61
german_bakery_item_2,11/28/2024,67,3.89
german_bakery_item_2,11/29/2024,93,4.92
german_bakery_item_2,11/30/2024,60,3.2
german_bakery_item_2,12/1/2024,60,2.58
german_bakery_item_2,12/2/2024,99,1.64
german_bakery_item_2,12/3/2024,93,2.51
german_bakery_item_2,12/4/2024,21,4.31
german_bakery_item_2,12/5/2024,73,3.98
german_bakery_item_2,12/6/2024,70,3.99
german_bakery_item_2,12/7/2024,36,2.03
german_bakery_item_2,12/8/2024,97,4.95
german_bakery_item_2,12/9/2024,73,3.95
german_bakery_item_2,12/10/2024,73,1.69
german_bakery_item_2,12/11/2024,62,4.59
german_bakery_item_2,12/12/2024,38,3.44
german_bakery_item_2,12/13/2024,94,3.24
german_bakery_item_2,12/14/2024,50,2.36
german_bakery_item_2,12/15/2024,69,4.89
german_bakery_item_2,12/16/2024,29,3.32
german_bakery_item_2,12/17/2024,23,2.32
german_bakery_item_2,12/18/2024,57,2.42
german_bakery_item_2,12/19/2024,91,1.73
german_bakery_item_2,12/20/2024,53,2.28
german_bakery_item_2,12/21/2024,34,4.87
german_bakery_item_2,12/22/2024,76,3.8
german_bakery_item_2,12/23/2024,41,2.81
german_bakery_item_2,12/24/2024,23,2.64
german_bakery_item_2,12/25/2024,59,4.59
german_bakery_item_2,12/26/2024,53,4.08
german_bakery_item_2,12/27/2024,27,3.75
german_bakery_item_2,12/28/2024,74,4.76
german_bakery_item_2,12/29/2024,79,2.67
german_bakery_item_2,12/30/2024,59,1.78
german_bakery_item_2,12/31/2024,47,2.62
german_bakery_item_2,1/1/2025,44,4.26
german_bakery_item_2,1/2/2025,80,3.34
german_bakery_item_2,1/3/2025,40,3.24
german_bakery_item_2,1/4/2025,49,2.04
german_bakery_item_2,1/5/2025,49,3.42
german_bakery_item_2,1/6/2025,22,3.08
german_bakery_item_2,1/7/2025,33,1.54
german_bakery_item_2,1/8/2025,72,2.97
german_bakery_item_2,1/9/2025,54,4.39
german_bakery_item_2,1/10/2025,31,3.08
german_bakery_item_2,1/11/2025,83,2.93
german_bakery_item_2,1/12/2025,25,2.33
german_bakery_item_2,1/13/2025,73,1.51
german_bakery_item_2,1/14/2025,39,3.15
german_bakery_item_2,1/15/2025,89,5
german_bakery_item_2,1/16/2025,53,1.86
german_bakery_item_2,1/17/2025,78,1.51
german_bakery_item_2,1/18/2025,48,2.37
german_bakery_item_2,1/19/2025,91,3.27
german_bakery_item_2,1/20/2025,27,2.39
german_bakery_item_2,1/21/2025,72,2.03
german_bakery_item_2,1/22/2025,64,4.12
german_bakery_item_2,1/23/2025,41,3.26
german_bakery_item_2,1/24/2025,72,4.31
german_bakery_item_2,1/25/2025,41,3.59
german_bakery_item_2,1/26/2025,70,3.25
german_bakery_item_2,1/27/2025,43,3.47
german_bakery_item_2,1/28/2025,96,2.61
german_bakery_item_2,1/29/2025,73,2.32
german_bakery_item_2,1/30/2025,28,3.57
german_bakery_item_2,1/31/2025,23,2.14
german_bakery_item_2,2/1/2025,91,4.82
german_bakery_item_2,2/2/2025,60,3.06
german_bakery_item_2,2/3/2025,56,4.91
german_bakery_item_3,1/1/2024,47,3.61
german_bakery_item_3,1/2/2024,78,1.6
german_bakery_item_3,1/3/2024,79,4.74
german_bakery_item_3,1/4/2024,95,3.94
german_bakery_item_3,1/5/2024,58,2.4
german_bakery_item_3,1/6/2024,54,3.17
german_bakery_item_3,1/7/2024,81,3.96
german_bakery_item_3,1/8/2024,43,4.15
german_bakery_item_3,1/9/2024,79,4.35
german_bakery_item_3,1/10/2024,85,1.94
german_bakery_item_3,1/11/2024,84,4.98
german_bakery_item_3,1/12/2024,22,2.53
german_bakery_item_3,1/13/2024,46,3.57
german_bakery_item_3,1/14/2024,90,2.24
german_bakery_item_3,1/15/2024,34,3.41
german_bakery_item_3,1/16/2024,39,3.33
german_bakery_item_3,1/17/2024,43,2.77
german_bakery_item_3,1/18/2024,88,4.04
german_bakery_item_3,1/19/2024,65,3.14
german_bakery_item_3,1/20/2024,30,3.8
german_bakery_item_3,1/21/2024,45,4.31
german_bakery_item_3,1/22/2024,36,5
german_bakery_item_3,1/23/2024,29,2.88
german_bakery_item_3,1/24/2024,35,3.26
german_bakery_item_3,1/25/2024,41,2.35
german_bakery_item_3,1/26/2024,68,2.63
german_bakery_item_3,1/27/2024,86,4.43
german_bakery_item_3,1/28/2024,65,4.16
german_bakery_item_3,1/29/2024,39,3.66
german_bakery_item_3,1/30/2024,39,2.82
german_bakery_item_3,1/31/2024,63,4.45
german_bakery_item_3,2/1/2024,66,3.55
german_bakery_item_3,2/2/2024,50,3.98
german_bakery_item_3,2/3/2024,51,3.46
german_bakery_item_3,2/4/2024,57,4.09
german_bakery_item_3,2/5/2024,53,3.11
german_bakery_item_3,2/6/2024,80,4.23
german_bakery_item_3,2/7/2024,71,2.88
german_bakery_item_3,2/8/2024,55,4.24
german_bakery_item_3,2/9/2024,42,2.04
german_bakery_item_3,2/10/2024,50,2.64
german_bakery_item_3,2/11/2024,21,2.11
german_bakery_item_3,2/12/2024,61,2.28
german_bakery_item_3,2/13/2024,53,3.73
german_bakery_item_3,2/14/2024,71,1.8
german_bakery_item_3,2/15/2024,53,5
german_bakery_item_3,2/16/2024,67,2.01
german_bakery_item_3,2/17/2024,62,3.58
german_bakery_item_3,2/18/2024,33,1.62
german_bakery_item_3,2/19/2024,47,3.55
german_bakery_item_3,2/20/2024,49,2.24
german_bakery_item_3,2/21/2024,82,2.46
german_bakery_item_3,2/22/2024,59,4.7
german_bakery_item_3,2/23/2024,81,3.19
german_bakery_item_3,2/24/2024,29,3.55
german_bakery_item_3,2/25/2024,24,2.97
german_bakery_item_3,2/26/2024,54,3.09
german_bakery_item_3,2/27/2024,68,1.94
german_bakery_item_3,2/28/2024,50,2.47
german_bakery_item_3,2/29/2024,26,2.74
german_bakery_item_3,3/1/2024,59,4.25
german_bakery_item_3,3/2/2024,62,1.74
german_bakery_item_3,3/3/2024,84,2.32
german_bakery_item_3,3/4/2024,70,2.47
german_bakery_item_3,3/5/2024,87,4.2
german_bakery_item_3,3/6/2024,84,2.32
german_bakery_item_3,3/7/2024,73,3.9
german_bakery_item_3,3/8/2024,30,2.44
german_bakery_item_3,3/9/2024,60,4.39
german_bakery_item_3,3/10/2024,20,3.77
german_bakery_item_3,3/11/2024,55,3.33
german_bakery_item_3,3/12/2024,56,2.07
german_bakery_item_3,3/13/2024,28,4.49
german_bakery_item_3,3/14/2024,93,1.67
german_bakery_item_3,3/15/2024,51,3.69
german_bakery_item_3,3/16/2024,77,4.36
german_bakery_item_3,3/17/2024,46,2.66
german_bakery_item_3,3/18/2024,81,2.12
german_bakery_item_3,3/19/2024,44,3.18
german_bakery_item_3,3/20/2024,35,2.61
german_bakery_item_3,3/21/2024,42,1.52
german_bakery_item_3,3/22/2024,96,3.58
german_bakery_item_3,3/23/2024,82,3.68
german_bakery_item_3,3/24/2024,71,3.03
german_bakery_item_3,3/25/2024,24,4.05
german_bakery_item_3,3/26/2024,64,2.97
german_bakery_item_3,3/27/2024,80,1.55
german_bakery_item_3,3/28/2024,44,2.8
german_bakery_item_3,3/29/2024,54,3.07
german_bakery_item_3,3/30/2024,84,1.65
german_bakery_item_3,3/31/2024,56,2.09
german_bakery_item_3,4/1/2024,64,2.12
german_bakery_item_3,4/2/2024,95,4.55
german_bakery_item_3,4/3/2024,51,4.69
german_bakery_item_3,4/4/2024,26,2.62
german_bakery_item_3,4/5/2024,27,3.99
german_bakery_item_3,4/6/2024,93,3.22
german_bakery_item_3,4/7/2024,59,3
german_bakery_item_3,4/8/2024,40,3.21
german_bakery_item_3,4/9/2024,21,2.44
german_bakery_item_3,4/10/2024,81,1.89
german_bakery_item_3,4/11/2024,51,3.5
german_bakery_item_3,4/12/2024,84,3.19
german_bakery_item_3,4/13/2024,69,2.75
german_bakery_item_3,4/14/2024,91,4.69
german_bakery_item_3,4/15/2024,27,3.62
german_bakery_item_3,4/16/2024,27,2.2
german_bakery_item_3,4/17/2024,97,2.56
german_bakery_item_3,4/18/2024,35,2.18
german_bakery_item_3,4/19/2024,30,3.37
german_bakery_item_3,4/20/2024,87,4.49
german_bakery_item_3,4/21/2024,35,1.55
german_bakery_item_3,4/22/2024,83,2.94
german_bakery_item_3,4/23/2024,50,4.12
german_bakery_item_3,4/24/2024,80,1.8
german_bakery_item_3,4/25/2024,61,3.36
german_bakery_item_3,4/26/2024,71,4.16
german_bakery_item_3,4/27/2024,53,4.39
german_bakery_item_3,4/28/2024,44,2.46
german_bakery_item_3,4/29/2024,37,3.49
german_bakery_item_3,4/30/2024,48,2.58
german_bakery_item_3,5/1/2024,64,3.62
german_bakery_item_3,5/2/2024,20,2.11
german_bakery_item_3,5/3/2024,54,1.51
german_bakery_item_3,5/4/2024,30,1.73
german_bakery_item_3,5/5/2024,97,3.64
german_bakery_item_3,5/6/2024,22,4.96
german_bakery_item_3,5/7/2024,61,3.16
german_bakery_item_3,5/8/2024,60,3.12
german_bakery_item_3,5/9/2024,53,3.3
german_bakery_item_3,5/10/2024,77,1.82
german_bakery_item_3,5/11/2024,76,4.98
german_bakery_item_3,5/12/2024,88,2.24
german_bakery_item_3,5/13/2024,39,3.48
german_bakery_item_3,5/14/2024,63,2.01
german_bakery_item_3,5/15/2024,69,2.33
german_bakery_item_3,5/16/2024,94,2.55
german_bakery_item_3,5/17/2024,55,4.48
german_bakery_item_3,5/18/2024,51,2.76
german_bakery_item_3,5/19/2024,75,3.08
german_bakery_item_3,5/20/2024,85,2.56
german_bakery_item_3,5/21/2024,40,1.66
german_bakery_item_3,5/22/2024,56,1.64
german_bakery_item_3,5/23/2024,73,3.41
german_bakery_item_3,5/24/2024,72,2.62
german_bakery_item_3,5/25/2024,29,2.36
german_bakery_item_3,5/26/2024,38,4.89
german_bakery_item_3,5/27/2024,72,2.94
german_bakery_item_3,5/28/2024,94,3.91
german_bakery_item_3,5/29/2024,87,4.21
german_bakery_item_3,5/30/2024,84,2.61
german_bakery_item_3,5/31/2024,49,3.08
german_bakery_item_3,6/1/2024,24,3.7
german_bakery_item_3,6/2/2024,67,2.12
german_bakery_item_3,6/3/2024,97,4.07
german_bakery_item_3,6/4/2024,27,4.56
german_bakery_item_3,6/5/2024,73,3.86
german_bakery_item_3,6/6/2024,49,2.07
german_bakery_item_3,6/7/2024,88,3.74
german_bakery_item_3,6/8/2024,83,1.76
german_bakery_item_3,6/9/2024,20,3.22
german_bakery_item_3,6/10/2024,76,4.97
german_bakery_item_3,6/11/2024,63,4.54
german_bakery_item_3,6/12/2024,70,4.22
german_bakery_item_3,6/13/2024,32,2.81
german_bakery_item_3,6/14/2024,84,3.83
german_bakery_item_3,6/15/2024,70,1.85
german_bakery_item_3,6/16/2024,31,1.68
german_bakery_item_3,6/17/2024,85,4.34
german_bakery_item_3,6/18/2024,62,2.45
german_bakery_item_3,6/19/2024,46,2.94
german_bakery_item_3,6/20/2024,75,3.8
german_bakery_item_3,6/21/2024,65,2.01
german_bakery_item_3,6/22/2024,56,2.18
german_bakery_item_3,6/23/2024,94,2.33
german_bakery_item_3,6/24/2024,62,2.04
german_bakery_item_3,6/25/2024,78,2.68
german_bakery_item_3,6/26/2024,91,3.33
german_bakery_item_3,6/27/2024,84,3.88
german_bakery_item_3,6/28/2024,96,2.07
german_bakery_item_3,6/29/2024,28,3.57
german_bakery_item_3,6/30/2024,59,4.93
german_bakery_item_3,7/1/2024,91,3.17
german_bakery_item_3,7/2/2024,98,1.65
german_bakery_item_3,7/3/2024,31,4.34
german_bakery_item_3,7/4/2024,39,2.68
german_bakery_item_3,7/5/2024,40,3.48
german_bakery_item_3,7/6/2024,97,3.75
german_bakery_item_3,7/7/2024,67,2
german_bakery_item_3,7/8/2024,94,2.18
german_bakery_item_3,7/9/2024,53,2.18
german_bakery_item_3,7/10/2024,81,3.46
german_bakery_item_3,7/11/2024,33,4.22
german_bakery_item_3,7/12/2024,81,4.94
german_bakery_item_3,7/13/2024,50,4.39
german_bakery_item_3,7/14/2024,66,2.64
german_bakery_item_3,7/15/2024,73,2.45
german_bakery_item_3,7/16/2024,48,4.67
german_bakery_item_3,7/17/2024,71,4.75
german_bakery_item_3,7/18/2024,88,1.87
german_bakery_item_3,7/19/2024,38,3.51
german_bakery_item_3,7/20/2024,30,2.57
german_bakery_item_3,7/21/2024,57,2.05
german_bakery_item_3,7/22/2024,84,4.19
german_bakery_item_3,7/23/2024,75,3.65
german_bakery_item_3,7/24/2024,27,2.76
german_bakery_item_3,7/25/2024,77,4.08
german_bakery_item_3,7/26/2024,81,3.34
german_bakery_item_3,7/27/2024,33,3.36
german_bakery_item_3,7/28/2024,80,1.8
german_bakery_item_3,7/29/2024,43,2.36
german_bakery_item_3,7/30/2024,71,3.46
german_bakery_item_3,7/31/2024,53,1.56
german_bakery_item_3,8/1/2024,24,3.44
german_bakery_item_3,8/2/2024,97,2.38
german_bakery_item_3,8/3/2024,95,2.54
german_bakery_item_3,8/4/2024,77,4.39
german_bakery_item_3,8/5/2024,51,2.01
german_bakery_item_3,8/6/2024,77,1.54
german_bakery_item_3,8/7/2024,33,4.04
german_bakery_item_3,8/8/2024,88,3.3
german_bakery_item_3,8/9/2024,23,3.98
german_bakery_item_3,8/10/2024,31,4.93
german_bakery_item_3,8/11/2024,47,4.17
german_bakery_item_3,8/12/2024,57,3.01
german_bakery_item_3,8/13/2024,72,3.55
german_bakery_item_3,8/14/2024,87,3.66
german_bakery_item_3,8/15/2024,55,4.65
german_bakery_item_3,8/16/2024,85,3.53
german_bakery_item_3,8/17/2024,47,2.34
german_bakery_item_3,8/18/2024,86,3.91
german_bakery_item_3,8/19/2024,86,3.51
german_bakery_item_3,8/20/2024,22,3.83
german_bakery_item_3,8/21/2024,35,2.31
german_bakery_item_3,8/22/2024,43,4.11
german_bakery_item_3,8/23/2024,49,4.66
german_bakery_item_3,8/24/2024,45,3.46
german_bakery_item_3,8/25/2024,40,3.65
german_bakery_item_3,8/26/2024,65,3.6
german_bakery_item_3,8/27/2024,93,3.03
german_bakery_item_3,8/28/2024,67,4.22
german_bakery_item_3,8/29/2024,57,1.8
german_bakery_item_3,8/30/2024,91,2.03
german_bakery_item_3,8/31/2024,82,4.71
german_bakery_item_3,9/1/2024,34,4.87
german_bakery_item_3,9/2/2024,88,4.01
german_bakery_item_3,9/3/2024,99,3.85
german_bakery_item_3,9/4/2024,51,3.73
german_bakery_item_3,9/5/2024,86,4.6
german_bakery_item_3,9/6/2024,44,4.01
german_bakery_item_3,9/7/2024,45,2.71
german_bakery_item_3,9/8/2024,39,3.76
german_bakery_item_3,9/9/2024,78,4.95
german_bakery_item_3,9/10/2024,38,2.2
german_bakery_item_3,9/11/2024,39,4.87
german_bakery_item_3,9/12/2024,63,2.88
german_bakery_item_3,9/13/2024,73,2.04
german_bakery_item_3,9/14/2024,59,2.75
german_bakery_item_3,9/15/2024,65,2.21
german_bakery_item_3,9/16/2024,73,2.29
german_bakery_item_3,9/17/2024,98,3.07
german_bakery_item_3,9/18/2024,82,3.01
german_bakery_item_3,9/19/2024,70,2.72
german_bakery_item_3,9/20/2024,20,4.44
german_bakery_item_3,9/21/2024,39,3.4
german_bakery_item_3,9/22/2024,36,2.7
german_bakery_item_3,9/23/2024,98,3.56
german_bakery_item_3,9/24/2024,32,3.94
german_bakery_item_3,9/25/2024,70,1.55
german_bakery_item_3,9/26/2024,44,2.33
german_bakery_item_3,9/27/2024,84,1.97
german_bakery_item_3,9/28/2024,30,4.84
german_bakery_item_3,9/29/2024,27,4.14
german_bakery_item_3,9/30/2024,84,2.17
german_bakery_item_3,10/1/2024,28,3.41
german_bakery_item_3,10/2/2024,82,4.98
german_bakery_item_3,10/3/2024,59,1.96
german_bakery_item_3,10/4/2024,85,2.68
german_bakery_item_3,10/5/2024,82,3.21
german_bakery_item_3,10/6/2024,99,1.93
german_bakery_item_3,10/7/2024,29,4.65
german_bakery_item_3,10/8/2024,73,1.78
german_bakery_item_3,10/9/2024,59,3.65
german_bakery_item_3,10/10/2024,62,3.88
german_bakery_item_3,10/11/2024,46,3.91
german_bakery_item_3,10/12/2024,31,2.52
german_bakery_item_3,10/13/2024,60,2
german_bakery_item_3,10/14/2024,22,4.64
german_bakery_item_3,10/15/2024,53,3.45
german_bakery_item_3,10/16/2024,57,1.96
german_bakery_item_3,10/17/2024,62,2.08
german_bakery_item_3,10/18/2024,86,3.88
german_bakery_item_3,10/19/2024,45,4.56
german_bakery_item_3,10/20/2024,47,3.67
german_bakery_item_3,10/21/2024,75,2.67
german_bakery_item_3,10/22/2024,54,4.32
german_bakery_item_3,10/23/2024,44,2.71
german_bakery_item_3,10/24/2024,94,3.56
german_bakery_item_3,10/25/2024,69,1.6
german_bakery_item_3,10/26/2024,34,2.48
german_bakery_item_3,10/27/2024,30,4.03
german_bakery_item_3,10/28/2024,36,4.54
german_bakery_item_3,10/29/2024,86,4.92
german_bakery_item_3,10/30/2024,26,3.78
german_bakery_item_3,10/31/2024,81,3.51
german_bakery_item_3,11/1/2024,34,3.88
german_bakery_item_3,11/2/2024,86,3.14
german_bakery_item_3,11/3/2024,70,2.05
german_bakery_item_3,11/4/2024,23,1.76
german_bakery_item_3,11/5/2024,99,4.55
german_bakery_item_3,11/6/2024,35,4.7
german_bakery_item_3,11/7/2024,43,2.81
german_bakery_item_3,11/8/2024,54,3.01
german_bakery_item_3,11/9/2024,46,3.66
german_bakery_item_3,11/10/2024,80,4.03
german_bakery_item_3,11/11/2024,56,4.95
german_bakery_item_3,11/12/2024,35,1.95
german_bakery_item_3,11/13/2024,96,4.39
german_bakery_item_3,11/14/2024,82,3.62
german_bakery_item_3,11/15/2024,65,1.52
german_bakery_item_3,11/16/2024,87,3.45
german_bakery_item_3,11/17/2024,20,2.62
german_bakery_item_3,11/18/2024,83,2.52
german_bakery_item_3,11/19/2024,33,3.09
german_bakery_item_3,11/20/2024,41,4.2
german_bakery_item_3,11/21/2024,60,3.68
german_bakery_item_3,11/22/2024,74,3.91
german_bakery_item_3,11/23/2024,22,2.57
german_bakery_item_3,11/24/2024,66,2.09
german_bakery_item_3,11/25/2024,20,2.63
german_bakery_item_3,11/26/2024,31,3.9
german_bakery_item_3,11/27/2024,60,3.23
german_bakery_item_3,11/28/2024,21,3.31
german_bakery_item_3,11/29/2024,59,4.89
german_bakery_item_3,11/30/2024,88,3.82
german_bakery_item_3,12/1/2024,51,4.3
german_bakery_item_3,12/2/2024,29,1.92
german_bakery_item_3,12/3/2024,31,3.84
german_bakery_item_3,12/4/2024,39,2.97
german_bakery_item_3,12/5/2024,32,1.73
german_bakery_item_3,12/6/2024,92,3.36
german_bakery_item_3,12/7/2024,53,2.05
german_bakery_item_3,12/8/2024,77,4.47
german_bakery_item_3,12/9/2024,92,4.89
german_bakery_item_3,12/10/2024,51,2.88
german_bakery_item_3,12/11/2024,61,2.19
german_bakery_item_3,12/12/2024,98,2.44
german_bakery_item_3,12/13/2024,93,3.75
german_bakery_item_3,12/14/2024,21,3.95
german_bakery_item_3,12/15/2024,57,1.59
german_bakery_item_3,12/16/2024,61,4.1
german_bakery_item_3,12/17/2024,93,4.85
german_bakery_item_3,12/18/2024,30,1.98
german_bakery_item_3,12/19/2024,37,4.47
german_bakery_item_3,12/20/2024,86,3.71
german_bakery_item_3,12/21/2024,91,4.78
german_bakery_item_3,12/22/2024,47,3.35
german_bakery_item_3,12/23/2024,44,4.17
german_bakery_item_3,12/24/2024,83,3.5
german_bakery_item_3,12/25/2024,94,2.52
german_bakery_item_3,12/26/2024,29,1.55
german_bakery_item_3,12/27/2024,95,3.94
german_bakery_item_3,12/28/2024,73,3.77
german_bakery_item_3,12/29/2024,87,3.54
german_bakery_item_3,12/30/2024,67,4.31
german_bakery_item_3,12/31/2024,29,2.78
german_bakery_item_3,1/1/2025,86,3.45
german_bakery_item_3,1/2/2025,83,4.58
german_bakery_item_3,1/3/2025,40,4.41
german_bakery_item_3,1/4/2025,28,3.08
german_bakery_item_3,1/5/2025,41,1.76
german_bakery_item_3,1/6/2025,94,4.37
german_bakery_item_3,1/7/2025,21,3.46
german_bakery_item_3,1/8/2025,58,4.57
german_bakery_item_3,1/9/2025,55,4.46
german_bakery_item_3,1/10/2025,55,3.11
german_bakery_item_3,1/11/2025,34,1.55
german_bakery_item_3,1/12/2025,37,4.2
german_bakery_item_3,1/13/2025,74,2.7
german_bakery_item_3,1/14/2025,87,4.45
german_bakery_item_3,1/15/2025,41,4.62
german_bakery_item_3,1/16/2025,38,3.14
german_bakery_item_3,1/17/2025,22,2.66
german_bakery_item_3,1/18/2025,86,4.99
german_bakery_item_3,1/19/2025,78,4.89
german_bakery_item_3,1/20/2025,87,4.17
german_bakery_item_3,1/21/2025,43,3.14
german_bakery_item_3,1/22/2025,45,4.24
german_bakery_item_3,1/23/2025,35,3.16
german_bakery_item_3,1/24/2025,71,3.37
german_bakery_item_3,1/25/2025,56,4.33
german_bakery_item_3,1/26/2025,44,2.12
german_bakery_item_3,1/27/2025,28,2.64
german_bakery_item_3,1/28/2025,29,2.21
german_bakery_item_3,1/29/2025,56,3.95
german_bakery_item_3,1/30/2025,82,2.99
german_bakery_item_3,1/31/2025,52,1.92
german_bakery_item_3,2/1/2025,20,3.44
german_bakery_item_3,2/2/2025,70,3.48
german_bakery_item_3,2/3/2025,29,1.55
german_bakery_item_4,1/1/2024,52,2.94
german_bakery_item_4,1/2/2024,23,2.1
german_bakery_item_4,1/3/2024,36,3.33
german_bakery_item_4,1/4/2024,60,4.29
german_bakery_item_4,1/5/2024,54,2.84
german_bakery_item_4,1/6/2024,67,2.4
german_bakery_item_4,1/7/2024,33,4.94
german_bakery_item_4,1/8/2024,49,4.47
german_bakery_item_4,1/9/2024,91,4.31
german_bakery_item_4,1/10/2024,52,1.55
german_bakery_item_4,1/11/2024,92,3.52
german_bakery_item_4,1/12/2024,26,4.36
german_bakery_item_4,1/13/2024,88,3.82
german_bakery_item_4,1/14/2024,37,4.09
german_bakery_item_4,1/15/2024,61,2.48
